OBJECTID,LM_ID,LM_NAME,CATEGORY,LM_TYPE,SDA_CAT,STR_ADDR,UNIT,MUN,PR,POSTAL,PHONE,WEBSITE,Type,ExtDay,WARDNUM,ROPADRID,x,y
485,CC-OTH-179,Preschool Petit Bateau Brampton-Caledon (Saint-Jean-Bosco),Social Services,Child Care (French),Child Care Centre,55 Abbotside Way,,Caledon,ON,L7C 4C3,905-495-2665,https://peelchildcare.cioc.ca/record/CDR1430,School-Based Centre,Yes,2,,-8885350.92354981,5426971.74336256
486,CC-OTH-181,Puddle Jumpers Preschool Inc.,Social Services,Child Care (Other),Child Care Centre,12570 Kennedy Rd,5,Caledon,ON,L7C 3N5,416-564-1843,https://peelchildcare.cioc.ca/record/CDR1431,Community-Based For-Profit Centre,No,2,406075,-8886661.5797294,5427695.66980337
487,CC-OTH-143,Lullaboo Nursery and Child Care - Queen,Social Services,Child Care (Other),Child Care Centre,1450 Queen St W,,Brampton,ON,L6X 0B2,289-298-5370,https://peelchildcare.cioc.ca/record/CDR1433,Community-Based For-Profit Centre,No,5,400491,-8882368.58933233,5412638.24242237
488,CC-OTH-089,Fun to Learn Montessori - Erindale,Social Services,Child Care (Other),Child Care Centre,2438 Glengarry Rd,,Mississauga,ON,L5C 1Y2,905-276-9606,https://peelchildcare.cioc.ca/record/CDR1443,Community-Based For-Profit Centre,No,7,218609,-8865259.98103822,5396547.18702968
489,CC-PLP-082,McClure (PLASP),Social Services,Child Care (PLASP),Child Care Centre,50 Parity Rd,,Brampton,ON,L6X 5M8,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1441,School-Based Centre,Yes,5,423160,-8882531.83173618,5414747.36280616
490,CC-OTH-043,Buds and Blossoms (Caledon),Social Services,Child Care (Other),Child Care Centre,2976 Charleston Sideroad,,Caledon,ON,L7K 0V8,519-942-2661,https://peelchildcare.cioc.ca/record/CDR1444,Community-Based For-Profit Centre,No,1,199749,-8905195.71220445,5443778.64839253
491,CC-OTH-057,Cherubs Cove Montessori Child Care Inc. Downtown Brampton Campus,Social Services,Child Care (Other),Child Care Centre,104 Queen St W,,Brampton,ON,L6X1A4,905-451-0575,https://peelchildcare.cioc.ca/record/CDR1449,Community-Based For-Profit Centre,No,1,444687,-8879116.24005939,5416659.39663408
492,CC-PLP-198,Tribune (PLASP),Social Services,Child Care (PLASP),Child Care Centre,30 Tribune Dr,,Brampton,ON,L7A 0X5,647-408-2100,https://peelchildcare.cioc.ca/record/CDR1439,School-Based Centre,Yes,6,397281,-8887773.35595837,5417701.17291639
493,CC-OTH-154,Mini Skool - Clubhouse (106A),Social Services,Child Care (Other),Child Care Centre,723 Balmoral Dr,,Brampton,ON,L6T 1X5,905-793-2230,https://peelchildcare.cioc.ca/record/CDR1454,Community-Based Non-Profit Centre,No,7,176118,-8871443.35751321,5422033.94643419
494,CC-OTH-111,Kids & Company Mississauga,Social Services,Child Care (Other),Child Care Centre,85 Prologis Blvd,,Mississauga,ON,L5W 0G4,905-564-9888,https://peelchildcare.cioc.ca/record/CDR1466,Community-Based For-Profit Centre,No,5,405479,-8871500.109767,5408920.79393061
495,CC-OTH-230,Willowbrae Academy Brampton,Social Services,Child Care (Other),Child Care Centre,10651 Chinguacousy Rd,,Brampton,ON,L7A 0N5,647-332-2688,https://peelchildcare.cioc.ca/record/CDR1464,Community-Based For-Profit Centre,No,6,315315,-8885624.8990444,5419027.8350464
496,CC-OTH-144,Ma Petite Maison Childcare,Social Services,Child Care (French),Child Care Centre,354 Queen St S,,Mississauga,ON,L5M 1M2,416-389-0681,https://peelchildcare.cioc.ca/record/CDR1470,Community-Based For-Profit Centre,No,11,93448,-8872857.62768037,5400044.39309853
497,CC-PLP-137,St. Daniel Camboni (PLASP),Social Services,Child Care (PLASP),Child Care Centre,120 Veterans Dr,,Brampton,ON,L7A 0B5,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1481,School-Based Centre,Yes,6,442357,-8887818.41612064,5416053.58599704
498,CC-OTH-229,Willow Tree Montessori,Social Services,Child Care (Other),Child Care Centre,274 Queen St S,,Mississauga,ON,L5M 1L8,647-787-8274,https://peelchildcare.cioc.ca/record/CDR1483,Community-Based For-Profit Centre,No,11,86366,-8873394.25206121,5400586.23070544
499,CC-OTH-066,Closer II Home Programs,Social Services,Child Care (Other),Child Care Centre,10 Squire Ellis Dr,,Brampton,ON,L6P 4K6,905-794-9173,https://peelchildcare.cioc.ca/record/CDR1471,Community-Based For-Profit Centre,No,10,419925,-8874698.65447132,5436922.35556904
500,CC-OTH-162,Mount Pleasant Montessori,Social Services,Child Care (Other),Child Care Centre,15 Ashby Field,1-4,Brampton,ON,L6X 3B7,905-452-8884,https://peelchildcare.cioc.ca/record/CDR1322,Community-Based For-Profit Centre,No,5,400187,-8885690.52340443,5414916.23953336
501,CC-OTH-102,Huron Park Montessori,Social Services,Child Care (Other),Child Care Centre,830 Paisley Blvd W,,Mississauga,ON,L5C 3P5,647-400-1436,https://peelchildcare.cioc.ca/record/CDR0460,Community-Based For-Profit Centre,No,7,84168,-8864712.98019062,5397459.29113095
502,CC-OTH-090,Garderie Cercle de l'amitie Mississauga (Le Flambeau),Social Services,Child Care (French),Child Care Centre,600 Novo Star Dr,,Mississauga,ON,L5W 1G4,905-403-1587,https://peelchildcare.cioc.ca/record/CDR1484,School-Based Centre,Yes,11,398715,-8873923.29203704,5408747.75055229
503,CC-OTH-129,Little Bloomers Childcare Centre,Social Services,Child Care (Other),Child Care Centre,153 Queen St W,,Brampton,ON,L6Y 1M4,905-499-0789,https://peelchildcare.cioc.ca/record/CDR1602,Community-Based For-Profit Centre,No,3,48892,-8879201.10252864,5416436.41351973
504,CC-OTH-141,Lullaboo Nursery and Child Care - Heartland,Social Services,Child Care (Other),Child Care Centre,5510 Mavis Rd,,Mississauga,ON,L5V 2X5,289-444-5055,https://peelchildcare.cioc.ca/record/CDR1601,Community-Based For-Profit Centre,No,6,265803,-8870843.59360327,5404579.17277686
505,CC-PLP-202,Whaley's Corner Public School (PLASP),Social Services,Child Care (PLASP),Child Care Centre,140 Howard Stewart Rd,,Brampton,ON,L6Y 6B1,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1610,School-Based Centre,No,6,421467,-8881866.35819411,5408498.27587917
506,CC-OTH-211,Terry Fox Montessori Inc.,Social Services,Child Care (Other),Child Care Centre,1051 Eglinton Ave W,,Mississauga,ON,L5V 2W3,289-997-1312,https://peelchildcare.cioc.ca/record/CDR1614,Community-Based For-Profit Centre,No,6,226146,-8869803.6815628,5401366.1693964
507,CC-FDC-029,Tony Pontes (Family Day),Social Services,Child Care (Family Day),Child Care Centre,12872 Kennedy Rd,,Caledon,ON,L7C 4C4,416-922-9556 ext 2418,https://peelchildcare.cioc.ca/record/CDR1651,School-Based Centre,Yes,2,444721,-8887397.51558416,5428278.33725034
508,CC-PLP-151,St. Jacinta Marto (PLASP),Social Services,Child Care (PLASP),Child Care Centre,40 Fallowfield Rd,,Brampton,ON,L6X 0W5,647-484-4372,https://peelchildcare.cioc.ca/record/CDR1621,School-Based Centre,Yes,5,451861,-8883120.98526696,5412502.93853193
509,CC-OTH-197,Simply Smart Child Care - Brampton,Social Services,Child Care (Other),Child Care Centre,25 Montpelier St,,Brampton,ON,L6Y 6B6,905-593-6780,https://peelchildcare.cioc.ca/record/CDR1620,Community-Based For-Profit Centre,No,6,449951,-8881644.65236428,5408817.93001461
510,CC-OTH-112,Kids Development Daycare,Social Services,Child Care (Other),Child Care Centre,23 Conservation Dr,"9,10",Brampton,ON,L6Z 4R3,905-625-5355,https://peelchildcare.cioc.ca/record/CDR1616,Community-Based For-Profit Centre,No,2,331009,-8884757.23928097,5423095.73756117
511,CC-OTH-159,Montessori in the Woods Inc.,Social Services,Child Care (Other),Child Care Centre,1261 North Sheridan Way,,Mississauga,ON,L5H 2A3,416-887-9096,https://peelchildcare.cioc.ca/record/CDR1618,Community-Based For-Profit Centre,No,8,230689,-8864405.46252262,5394707.80013411
512,CC-OTH-083,Family Tree Child Care Centre Ltd.,Social Services,Child Care (Other),Child Care Centre,194 McEwan Dr E,2,Caledon,ON,L7E 4E5,905-951-7878,https://peelchildcare.cioc.ca/record/CDR1640,Community-Based For-Profit Centre,No,5,19283,-8873065.41592062,5444382.07226297
513,CC-OTH-199,Songbirds Montessori - Ellen St,Social Services,Child Care (Other),Child Care Centre,8 Ellen St,,Brampton,ON,L6V 1J6,905-453-0229,https://peelchildcare.cioc.ca/record/CDR1645,Community-Based For-Profit Centre,No,1,164462,-8879383.83400423,5417607.5897323
514,CC-YMC-018,Dolson (YMCA),Social Services,Child Care (YMCA),Child Care Centre,90 Remembrance Rd,,Brampton,ON,L7A 0A7,647-990-3338,https://peelchildcare.cioc.ca/record/CDR1650,School-Based Centre,Yes,6,,-8889284.41313799,5418010.18269379
515,CC-OTH-092,Garderie La Fontaine de l'Amitie,Social Services,Child Care (Other),Child Care Centre,1445 Lewisham Dr,,Mississauga,ON,L5J 3R2,647-834-5503,https://peelchildcare.cioc.ca/record/CDR1652,School-Based Centre,Yes,2,41564,-8866015.2040177,5390956.25618676
516,CC-PLP-143,St. Evan (PLASP),Social Services,Child Care (PLASP),Child Care Centre,500 Dougall Ave,,Caledon,ON,L7C 4C5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1654,School-Based Centre,Yes,2,423155,-8887238.9539032,5427203.27547273
517,CC-OTH-109,Kids & Company - Brampton,Social Services,Child Care (Other),Child Care Centre,75 Dufay Rd,C,Brampton,ON,L7A 4J1,905-843-2261,https://peelchildcare.cioc.ca/record/CDR1653,Community-Based For-Profit Centre,No,6,151408,-8888187.19887306,5415776.82401309
518,CC-OTH-163,My First Montessori School Inc.,Social Services,Child Care (Other),Child Care Centre,11210 Creditview Rd,C,Brampton,ON,L7A 4X3,416-834-6540,https://peelchildcare.cioc.ca/record/CDR1619,Community-Based For-Profit Centre,No,6,444807,-8888719.08485196,5418743.51581693
519,CC-OTH-174,Play Time Playground,Social Services,Child Care (Other),Child Care Centre,20 Simona Dr,3 & 4,Caledon,ON,L7E 4K1,905-951-2727,https://peelchildcare.cioc.ca/record/CDR1704?Number=411,Community-Based For-Profit Centre,No,5,427023,-8872835.25110629,5442929.84753337
520,CC-HDC-008,Learning Happens Child Care Inc.,Social Services,Child Care (Home Child Care),Child Care Centre,37 Martin Byrne Dr,,Brampton,ON,L6P 4E3,416-855-4242,https://peelchildcare.cioc.ca/record/CDR1683,Community-Based For-Profit Centre,Yes,10,397757,-8875060.9398055,5436259.42547822
521,CC-OTH-220,West Credit Child Care Centre,Social Services,Child Care (Other),Child Care Centre,6325 Montevideo Rd,,Mississauga,ON,L5N 4G7,905-858-3087 ext 209,https://peelchildcare.cioc.ca/record/CDR1475,School-Based Centre,No,9,1239,-8877363.67023271,5401570.46993607
522,CC-OTH-212,The Early Childhood Academy Corp. (20 Simona),Social Services,Child Care (Other),Child Care Centre,20 Simona Dr,1,Caledon,ON,L7E 4K1,905-857-6664,https://peelchildcare.cioc.ca/record/CDR1685,Community-Based For-Profit Centre,No,5,427021,-8872847.09544757,5442916.37139023
523,CC-OTH-164,Nestlings Early Learning & Childcare,Social Services,Child Care (Other),Child Care Centre,17 Dean St,,Brampton,ON,L6W 1M7,647-302-8553,https://peelchildcare.cioc.ca/record/CDR1712,Community-Based For-Profit Centre,No,3,46608,-8876405.4531091,5416944.64474595
524,CC-PLP-077,Malala Yousafzai P.S. (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1248 Mayfield Rd,,Caledon,ON,L7C 0Y7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1714,School-Based Centre,No,2,206835,-8890248.42468153,5419205.80379177
525,CC-OTH-047,Busy Hands 'N' Minds Childcare Centre Brampton,Social Services,Child Care (Other),Child Care Centre,8255 Financial Dr,,Brampton,ON,L6Y 0C1,905-569-2999,https://peelchildcare.cioc.ca/record/CDR1715,Community-Based For-Profit Centre,No,6,475853,-8882068.7933275,5409044.36712955
526,CC-HDC-002,Bright Future Childcare Services,Social Services,Child Care (Home Child Care),Child Care Centre,17 Red Clover Rd,,Brampton,ON,L6R 1Z6,647-283-7486,https://peel.cioc.ca/record/CDR1716,Community-Based Non-Profit Centre,No,9,75246,-8877021.02817181,5427668.7466529
527,CC-OTH-117,Kidz Kove Childcare Centre,Social Services,Child Care (Other),Child Care Centre,4870 Tomken Rd,7,Mississauga,ON,L4W 1J8,905-602-6656,https://peelchildcare.cioc.ca/record/CDR1721,Community-Based For-Profit Centre,No,3,257847,-8864298.62548321,5407712.01176272
528,CC-OTH-175,Playdays Childcare Centre,Social Services,Child Care (Other),Child Care Centre,2255 Dundas St W,101B,Mississauga,ON,L5K 1R6,416-888-8847,https://peelchildcare.cioc.ca/record/CDR1720,Community-Based For-Profit Centre,No,8,127045,-8868978.174539,5393477.80164396
529,CC-FDC-007,Esker Lake Early Learning and Child Care Centre,Social Services,Child Care (Family Day),Child Care Centre,10420 Heart Lake Rd,,Brampton,ON,L6Z 4S2,905-840-5442,https://peelchildcare.cioc.ca/record/CDR0405?Number=7,School-Based Centre,Yes,2,259836,-8880773.69063405,5424163.53802541
530,CC-YMC-002,Alton YMCA,Social Services,Child Care (YMCA),Child Care Centre,19681 Main St,,Caledon,ON,L7K 0E1,1-866-317-6251,https://peelchildcare.cioc.ca/record/CDR1717,School-Based Centre,Yes,1,402119,-8912805.11384432,5443523.86076436
531,CC-OTH-116,Kidtopia Child Care Centre,Social Services,Child Care (Other),Child Care Centre,2233 Argentia Rd,,Mississauga,ON,L5N 2X7,905-858-8181,https://peel.cioc.ca/record/CDR1731,Community-Based For-Profit Centre,No,9,8144,-8877245.98952562,5403402.21580577
532,CC-OTH-050,Caring for Kids - Dundas St,Social Services,Child Care (Other),Child Care Centre,130 Dundas St E,101,Mississauga,ON,L5A 3V8,905-896-8125,https://peelchildcare.cioc.ca/record/CDR1733,Community-Based Non-Profit Centre,No,7,126334,-8862413.83571651,5401126.80835233
533,CC-OTH-073,Early Learners' Montessori School - Bolton,Social Services,Child Care (Other),Child Care Centre,81 Ellwood Dr W,,Caledon,ON,L7E 4W8,905-857-1700,https://peel.cioc.ca/record/CDR1751,Community-Based For-Profit Centre,No,5,254536,-8875903.18911508,5445817.98891426
534,CC-OTH-147,Mighty Wonders Preschool and Childcare,Social Services,Child Care (Other),Child Care Centre,6945 Meadowvale Town Centre Circle,,Mississauga,ON,L5N 2W7,905-858-5800,https://peelchildcare.cioc.ca/record/CDR1746?Number=7,Community-Based For-Profit Centre,No,9,262903,-8878623.65375637,5401113.97185999
535,CC-OTH-024,Bright Scholars Montessori Caledon,Social Services,Child Care (Other),Child Care Centre,225 Dougall Ave,,Caledon,ON,L7C 2H1,905-849-0762,https://peel.cioc.ca/record/CDR1758,Community-Based For-Profit Centre,No,2,477652,-8886226.46758004,5427878.78223552
536,CC-OTH-013,Angelic Treasures Christian Daycare,Social Services,Child Care (Other),Child Care Centre,2626 Mayfield Rd,,Caledon,ON,L7C 3K7,905-495-1417,https://peel.cioc.ca/record/CDR1758?Number=0 ,Community-Based For-Profit Centre,No,2,74995,-8887024.87734734,5423365.80167455
537,CC-YMC-043,Meadowvale YMCA Child Care Centre,Social Services,Child Care (YMCA),Child Care Centre,6700 Edenwood Dr,,Mississauga,ON,L5N3B2,416-928-9622,https://peel.cioc.ca/record/CDR1768?Number=0 ,School-Based Centre,No,9,16266,-8879039.94841793,5400390.74361387
538,CC-PLP-101,Pte. Buckam Singh Public School,Social Services,Child Care (PLASP),Child Care Centre,100 Martin Byrne Dr,,Brampton,ON,L6P0H7,,https://peel.cioc.ca/record/CDR1767?Number=0,School-Based Centre,No,10,423403,-8875351.70094313,5436626.38759554
539,CC-YMC-041,Meadowvale (YMCA),Social Services,Child Care (YMCA),Child Care Centre,6700 Edenwood Dr,,Mississauga,ON,L5N 3B2,1-416-928-9622,https://peel.cioc.ca/record/CDR1768,School-Based Centre,No,,11607,-8879039.94841793,5400390.74361387
540,CC-OTH-123,Laugh & Learn Children Services Inc.,Social Services,Child Care (Other),Child Care Centre,15 Beaumaris Dr,,Brampton,ON,L6T5J6,905-789-8900,https://peel.cioc.ca/record/CDR1780?Number=0,Community-Based For-Profit Centre,No,8,484379,-8867706.88560078,5429069.1422453
541,CC-OTH-158,Mississauga East ATCD,Social Services,Child Care (Other),Child Care Centre,977 Panterra Dr,,Mississauga,ON,L4W2T4,905-624-0033,https://peel.cioc.ca/record/CDR1784?Number=0,Community-Based For-Profit Centre,No,5,22637,-8865376.19792597,5408496.54307869
542,CC-OTH-080,Erindale Early Education Academy,Social Services,Child Care (Other),Child Care Centre,1133 Dundas St W,,Mississauga,ON,L5C1C4,905-803-1133,https://peel.cioc.ca/record/CDR1783?Number=0,Community-Based For-Profit Centre,No,6,311315,-8865907.90862624,5397172.10899172
543,CC-OTH-200,Songbirds Montessori Academy,Social Services,Child Care (Other),Child Care Centre,10 Rivermont Rd,A1,Brampton,ON,L6Y6G7,905-450-8505,https://peel.cioc.ca/record/CDR1787?Number=0,Community-Based For-Profit Centre,No,6,427397,-8881320.65150723,5407196.08390734
544,CC-OTH-052,Casa Dee Montessori School,Social Services,Child Care (Other),Child Care Centre,625 Remembrance Rd,D103,Brampton,ON,L7A4P2,905-955-2333,https://peel.cioc.ca/record/CDR1795 ,Community-Based For-Profit Centre,No,6,482956,-8886490.05769265,5421686.00290164
545,CC-OTH-082,EYES Childcare Brampton 320,Social Services,Child Care (Other),Child Care Centre,320 Main St N,14,Brampton,ON,L6V4A3,905-459-5439,https://peel.cioc.ca/record/CDR1796,Community-Based For-Profit Centre,No,1,314876,-8879746.18106603,5417994.58163347
546,CC-OTH-016,Applewood Montessori Academy & Daycare (Downtown),Social Services,Child Care (Other),Child Care Centre,98A Queen St W,,Brampton,ON,L6X1A4,905-453-2022,https://peel.cioc.ca/record/CDR1797?Number=1,Community-Based For-Profit Centre,No,1,389923,-8879082.25462374,5416695.94105045
547,CC-PLP-065,Huttonville P.S. (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2322 Embleton Rd,,Brampton,ON,L6X0C9,1-888-739-4102,https://peel.cioc.ca/record/CDR1799?Number=1,School-Based Centre,No,6,220352,-8884331.72891814,5410121.99312521
548,CC-OTH-139,Lullaboo Meadowvale,Social Services,Child Care (Other),Child Care Centre,6677 Meadowvale Town Centre Cir,,Mississauga,ON,L5N2R5,289-410-0111,https://peel.cioc.ca/record/CDR1802?Number=1,Community-Based For-Profit Centre,,9,229851,-8878769.32750463,5401109.52106225
549,CC-OTH-007,Alder Ridge Academy,Social Services,Child Care (Other),Child Care Centre,25 Kings Cross Rd,,Brampton,ON,L6T3V5,905-699-2060,https://peel.cioc.ca/record/CDR1804?Number=0,Community-Based For-Profit Centre,No,7,301000,-8874131.11609795,5422248.99098877
550,CC-OTH-113,Kids Fun Club,Social Services,Child Care (Other),Child Care Centre,8920 Highway 50,5B,Brampton,ON,L6P3A3,647-367-9321,https://peel.cioc.ca/record/CDR1808?Number=0,Community-Based For-Profit Centre,No,8,304212,-8867033.61016771,5430697.26012411
551,CC-FDC-011,Gordon Graydon Early Learning & Child Care Centre (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,1490 Ogden Ave,,Mississauga,ON,L5E2H8,905-268-3335,https://peel.cioc.ca/record/CDR1806?Number=0,School-Based Centre,No,1,308403,-8857946.54940414,5401506.24702829
552,CC-OTH-213,The Early Childhood Academy Corp. (22 Simona),Social Services,Child Care (Other),Child Care Centre,22 Simona Dr,6,Caledon,ON,L7E4K1,905-857-6664,https://peel.cioc.ca/record/CDR1685?Number=1,Community-Based For-Profit Centre,No,5,427033,-8872926.07782718,5442962.82069123
553,CC-OTH-223,Western Heights Montessori (Tomken),Social Services,Child Care (Other),Child Care Centre,4094 Tomken Rd,,Mississauga,ON,L4W1J5,905-848-8448,https://peel.cioc.ca/record/CDR1761?Number=0,Community-Based For-Profit Centre,No,3,19937,-8862756.98238511,5406170.94743022
554,CC-OTH-100,Hide-N-Seek Daycare Inc.,Social Services,Child Care (Other),Child Care Centre,11093 Kennedy Rd N,,Brampton,ON,L6Z0A3,905-840-9990,https://peel.cioc.ca/record/CDR1754?Number=0,Community-Based For-Profit Centre,No,2,204572,-8883751.13039441,5424785.49878953
555,CC-OTH-108,Khalsa Montessori School,Social Services,Child Care (Other),Child Care Centre,11499 The Gore Rd,,Brampton,ON,L6P0B2,905-913-0801,https://peel.cioc.ca/record/CDR0336?Number=0,Community-Based For-Profit Centre,No,10,167486,-8874520.61374954,5437010.39076435
556,CC-OTH-124,Le Petit Kangaroo Child Care Centre,Social Services,Child Care (Other),Child Care Centre,68 Bramalea Rd,1,Brampton,ON,L6T0H3,905-216-2024,https://peelchildcare.cioc.ca/record/CDR1814?Number=0,Community-Based For-Profit Centre,No,7,426201,-8871757.60790981,5420287.13581579
557,CC-OTH-126,Light of the World Christian Childcare Centre,Social Services,Child Care (Other),Child Care Centre,12091 Hurontario St,,Brampton,ON,L6Z4P8,647-333-7939,,Community-Based Non-Profit Centre,No,2,204060,-8886320.45967683,5424694.54233238
558,CC-OTH-053,Casa Dee Montessori School,Social Services,Child Care (Other),Child Care Centre,12612 Hwy 50,13A,Caledon,ON,L7E1T6,905-955-2333,,Community-Based For-Profit Centre,No,5,392162,-8873540.87181419,5443758.98516765
559,CC-OTH-133,Little Galaxy Childcare & Montessori ,Social Services,Child Care (Other),Child Care Centre,10960 Goreway Dr,,Brampton,ON,L6P 0N1,905-247-5507,,Community-Based For-Profit Centre,,10,495800,-8876387.93250636,5433231.69914218
560,CC-OTH-055,Castlemore Montessori,Social Services,Child Care (Other),Child Care Centre,6455 Mayfield Rd,,Brampton,ON,L6P0H9,647-367-1663,,Community-Based For-Profit Centre,,10,492284,-8877674.52594318,5434450.12607853
561,CC-FDC-009,Family Day Care Services - Elm Drive Early Learning and Child Care Centre,Social Services,Child Care (Family Day),Child Care Centre,3492 Kariya Dr,,Mississauga,ON,L5B0L2,905-566-4785,,School-Based Centre,Yes,7,484334,-8864594.06518687,5401828.98933522
562,CC-OTH-096,Guiding Light Montessori Inc,Social Services,Child Care (Other),Child Care Centre,215 Broadway St,,Mississauga,ON,L5M1J1,647-405-0900,,Community-Based For-Profit Centre,No,11,680,-8873689.93844394,5400662.4239433
563,CC-OTH-101,House of Wonder Early Learning Centre,Social Services,Child Care (Other),Child Care Centre,2101 Dixie Rd,,Mississauga,ON,L4Y1Z1,647-885-7082,,Community-Based For-Profit Centre,No,1,123819,-8857706.94704366,5403759.18502118
564,CC-OTH-145,Maplewood Academy,Social Services,Child Care (Other),Child Care Centre,3580 Thomas St,,Mississauga,ON,L5M2S6,905-285-0030,,Community-Based For-Profit Centre,No,10,493973,-8876765.38166919,5397303.5643912
565,CC-OTH-097,Hakuna Matata Child Care Centre Inc.,Social Services,Child Care (Other),Child Care Centre,5650 Montevideo Rd,,Mississauga,ON,L5N4E4,416-302-5174,,Community-Based For-Profit Centre,No,9,114053,-8878084.63017938,5400391.63179776
566,CC-OTH-138,Lullaboo Childcare Center - Wanless,Social Services,Child Care (Other),Child Care Centre,760 Wanless Dr,,Brampton,ON,L7A0A9,905-863-1146,,Community-Based For-Profit Centre,No,6,495149,-8886680.20621098,5420818.95327389
567,CC-OTH-008,Alpha's Discovery Kids Preschool and Daycare,Social Services,Child Care (Other),Child Care Centre,2632 Liruma Rd,,Mississauga,ON,L5K1Z1,905-812-8880,https://www.alphasdiscoveryclub.com/mississauga/,Community-Based For-Profit Centre,No,2,142866,-8869035.59099308,5393003.35587615
